zip,modzcta,dbn,feeder_school,n_hs_applicants,n_testers,n_offers,year,positive,total,modzcta_cum_perc_pos,3_2020,4_2020,5_2020,6_2020,7_2020,8_2020,9_2020,10_2020,11_2020,12_2020
10304,10304,31R049,I.S. 49 BERTA A. DREYFUS,219,32,5,2018,1380,4909,28.1,54.9,310.4,71.6,16.7,NA,NA,0,0,NA,47.7
10304,10304,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND (31R028),73,8,5,2019,1380,4909,28.1,54.9,310.4,71.6,16.7,NA,NA,0,0,NA,47.7
10304,10304,31R048,P.S. 048 WILLIAM G. WILCOX (31R048),126,59,7,2019,1380,4909,28.1,54.9,310.4,71.6,16.7,NA,NA,0,0,NA,47.7
10304,10304,31R049,I.S. 49 BERTA A. DREYFUS (31R049),182,25,5,2019,1380,4909,28.1,54.9,310.4,71.6,16.7,NA,NA,0,0,NA,47.7
10304,10304,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND (31R028),69,8,5,2020,1380,4909,28.1,54.9,310.4,71.6,16.7,NA,NA,0,0,NA,47.7
10304,10304,31R048,P.S. 048 WILLIAM G. WILCOX (31R048),104,47,10,2020,1380,4909,28.1,54.9,310.4,71.6,16.7,NA,NA,0,0,NA,47.7
10304,10304,31R049,I.S. 49 BERTA A. DREYFUS (31R049),162,20,5,2020,1380,4909,28.1,54.9,310.4,71.6,16.7,NA,NA,0,0,NA,47.7
10305,10305,NA,NA,NA,NA,NA,NA,1228,4618,26.6,NA,142.3,42,11.7,NA,0,0,0,NA,18.7
10306,10306,31R002,I.S. R002 GEORGE L. EGBERT,76,76,11,2015,1448,6102,23.7,30.3,128.8,18.9,9.5,NA,NA,0,NA,37.9,87.1
10306,10306,31R002,I.S. R002 GEORGE L. EGBERT,291,80,8,2016,1448,6102,23.7,30.3,128.8,18.9,9.5,NA,NA,0,NA,37.9,87.1
10306,10306,31R002,I.S. R002 GEORGE L. EGBERT,289,75,5,2017,1448,6102,23.7,30.3,128.8,18.9,9.5,NA,NA,0,NA,37.9,87.1
10306,10306,31R002,I.S. R002 GEORGE L. EGBERT,327,86,13,2018,1448,6102,23.7,30.3,128.8,18.9,9.5,NA,NA,0,NA,37.9,87.1
10306,10306,31R002,I.S. R002 GEORGE L. EGBERT (31R002),346,101,11,2019,1448,6102,23.7,30.3,128.8,18.9,9.5,NA,NA,0,NA,37.9,87.1
10306,10306,31R002,I.S. R002 GEORGE L. EGBERT (31R002),340,93,9,2020,1448,6102,23.7,30.3,128.8,18.9,9.5,NA,NA,0,NA,37.9,87.1
10307,10307,31R034,I.S. 034 TOTTENVILLE,100,100,12,2015,378,1439,26.3,NA,73.8,NA,NA,0,NA,0,0,0,NA
10307,10307,31R034,I.S. 034 TOTTENVILLE,390,91,14,2016,378,1439,26.3,NA,73.8,NA,NA,0,NA,0,0,0,NA
10307,10307,31R034,I.S. 034 TOTTENVILLE,378,81,8,2017,378,1439,26.3,NA,73.8,NA,NA,0,NA,0,0,0,NA
10307,10307,31R034,I.S. 034 TOTTENVILLE,347,82,7,2018,378,1439,26.3,NA,73.8,NA,NA,0,NA,0,0,0,NA
10307,10307,31R034,I.S. 034 TOTTENVILLE (31R034),366,74,7,2019,378,1439,26.3,NA,73.8,NA,NA,0,NA,0,0,0,NA
10307,10307,31R034,I.S. 034 TOTTENVILLE (31R034),341,61,5,2020,378,1439,26.3,NA,73.8,NA,NA,0,NA,0,0,0,NA
10308,10308,31R024,I.S. 024 MYRA S. BARNES,179,179,29,2015,631,2662,23.7,NA,80.5,NA,NA,0,0,0,NA,NA,33.5
10308,10308,31R024,I.S. 024 MYRA S. BARNES,459,160,22,2016,631,2662,23.7,NA,80.5,NA,NA,0,0,0,NA,NA,33.5
10308,10308,31R024,I.S. 024 MYRA S. BARNES,384,132,11,2017,631,2662,23.7,NA,80.5,NA,NA,0,0,0,NA,NA,33.5
10308,10308,31R024,I.S. 024 MYRA S. BARNES,454,156,27,2018,631,2662,23.7,NA,80.5,NA,NA,0,0,0,NA,NA,33.5
10308,10308,31R024,I.S. 024 MYRA S. BARNES (31R024),437,142,13,2019,631,2662,23.7,NA,80.5,NA,NA,0,0,0,NA,NA,33.5
10308,10308,31R024,I.S. 024 MYRA S. BARNES (31R024),428,123,13,2020,631,2662,23.7,NA,80.5,NA,NA,0,0,0,NA,NA,33.5
10309,10309,NA,NA,NA,NA,NA,NA,838,3365,24.9,24.3,82,15.2,NA,0,NA,0,NA,NA,27.3
10310,10310,31R027,I.S. 027 ANNING S. PRALL,95,95,22,2015,718,2865,25.1,34.1,115.2,34.1,NA,0,NA,NA,NA,NA,NA
10310,10310,31R027,I.S. 027 ANNING S. PRALL,357,99,24,2016,718,2865,25.1,34.1,115.2,34.1,NA,0,NA,NA,NA,NA,NA
10310,10310,31R027,I.S. 027 ANNING S. PRALL,328,77,14,2017,718,2865,25.1,34.1,115.2,34.1,NA,0,NA,NA,NA,NA,NA
10310,10310,31R027,I.S. 027 ANNING S. PRALL,342,73,12,2018,718,2865,25.1,34.1,115.2,34.1,NA,0,NA,NA,NA,NA,NA
10310,10310,31R027,I.S. 027 ANNING S. PRALL (31R027),328,85,10,2019,718,2865,25.1,34.1,115.2,34.1,NA,0,NA,NA,NA,NA,NA
10310,10310,31R027,I.S. 027 ANNING S. PRALL (31R027),307,76,14,2020,718,2865,25.1,34.1,115.2,34.1,NA,0,NA,NA,NA,NA,NA
10311,10314,NA,NA,NA,NA,NA,NA,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10312,10312,31R007,I.S. 007 ELIAS BERNSTEIN,136,136,22,2015,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R075,I.S. 075 FRANK D. PAULO,142,142,43,2015,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R007,I.S. 007 ELIAS BERNSTEIN,398,126,20,2016,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R075,I.S. 075 FRANK D. PAULO,506,157,52,2016,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R007,I.S. 007 ELIAS BERNSTEIN,394,129,22,2017,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R075,I.S. 075 FRANK D. PAULO,431,153,46,2017,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R007,I.S. 007 ELIAS BERNSTEIN,375,118,22,2018,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R075,I.S. 075 FRANK D. PAULO,462,143,38,2018,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R007,I.S. 007 ELIAS BERNSTEIN (31R007),397,101,12,2019,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R075,I.S. 075 FRANK D. PAULO (31R075),454,136,21,2019,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R007,I.S. 007 ELIAS BERNSTEIN (31R007),397,117,27,2020,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10312,10312,31R075,I.S. 075 FRANK D. PAULO (31R075),448,161,41,2020,1494,5966,25,27.8,73.7,18,NA,0,0,0,NA,8.2,9.8
10314,10314,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,60,60,11,2015,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R072,I.S. 072 ROCCO LAURIE,121,121,19,2015,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,41,41,5,2015,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,140,49,7,2016,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R072,I.S. 072 ROCCO LAURIE,448,137,18,2016,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,98,33,5,2016,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,156,70,7,2017,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R072,I.S. 072 ROCCO LAURIE,463,139,26,2017,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,96,34,5,2017,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,146,52,5,2018,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R072,I.S. 072 ROCCO LAURIE,437,145,21,2018,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,96,36,5,2018,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING (31R063),149,50,5,2019,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R072,I.S. 072 ROCCO LAURIE (31R072),517,159,13,2019,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP (31R861),91,20,5,2019,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING (31R063),146,51,5,2020,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R072,I.S. 072 ROCCO LAURIE (31R072),505,134,16,2020,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10314,10314,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP (31R861),88,21,5,2020,2639,10151,26,24.9,163.2,54,15.1,NA,0,NA,NA,6.5,44.3
10451,10451,07X029,P.S./M.S. 029 MELROSE SCHOOL,16,16,5,2015,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,8,8,5,2015,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X151,J.H.S. 151 LOU GEHRIG,11,11,5,2015,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,5,5,5,2015,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",18,18,5,2015,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X029,P.S./M.S. 029 MELROSE SCHOOL,95,25,5,2016,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,80,12,5,2016,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X151,J.H.S. 151 LOU GEHRIG,90,9,5,2016,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,81,10,5,2016,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",96,17,5,2016,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X029,P.S./M.S. 029 MELROSE SCHOOL,82,10,5,2017,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,78,9,5,2017,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X151,J.H.S. 151 LOU GEHRIG,92,5,5,2017,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,81,5,5,2017,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",89,13,5,2017,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X029,P.S./M.S. 029 MELROSE SCHOOL,96,6,5,2018,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,85,5,5,2018,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X151,J.H.S. 151 LOU GEHRIG,91,5,5,2018,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,87,14,5,2018,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",93,16,5,2018,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X029,P.S./M.S. 029 MELROSE SCHOOL (07X029),85,12,5,2019,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON (07X031),69,20,5,2019,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X151,J.H.S. 151 LOU GEHRIG (07X151),85,6,5,2019,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (07X551),83,5,5,2019,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE (09X505)",90,7,5,2019,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X029,P.S./M.S. 029 MELROSE SCHOOL (07X029),89,5,5,2020,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON (07X031),84,12,5,2020,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X151,J.H.S. 151 LOU GEHRIG (07X151),61,5,5,2020,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (07X551),66,5,5,2020,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10451,10451,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE (09X505)",91,7,5,2020,1603,5575,28.8,38,280.8,40.1,10.6,NA,NA,0,NA,NA,NA
10452,10452,09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,54,54,5,2015,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,29,29,5,2015,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X361,THE HIGHBRIDGE GREEN SCHOOL,31,31,5,2015,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,83,59,5,2016,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,98,12,5,2016,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X361,THE HIGHBRIDGE GREEN SCHOOL,123,27,5,2016,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,97,63,5,2017,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,105,15,5,2017,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X361,THE HIGHBRIDGE GREEN SCHOOL,132,18,5,2017,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,118,46,5,2018,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,97,14,5,2018,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X361,THE HIGHBRIDGE GREEN SCHOOL,124,23,5,2018,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL (09X218),113,57,5,2019,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327 (09X327),101,16,5,2019,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X361,THE HIGHBRIDGE GREEN SCHOOL (09X361),123,13,5,2019,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL (09X218),106,31,5,2020,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327 (09X327),98,9,5,2020,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10452,10452,09X361,THE HIGHBRIDGE GREEN SCHOOL (09X361),115,12,5,2020,2393,8242,29,23.9,227.4,29.3,12,NA,6.6,0,0,NA,9.3
10453,10453,09X117,I.S. 117 JOSEPH H. WADE,5,5,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X229,I.S. 229 ROLAND PATTERSON,14,14,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X232,I.S. 232,32,32,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,16,16,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,16,16,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,28,28,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",23,23,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,21,21,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X390,M.S. 390,26,26,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X447,CRESTON ACADEMY,28,28,5,2015,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X117,I.S. 117 JOSEPH H. WADE,229,23,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X229,I.S. 229 ROLAND PATTERSON,88,6,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X232,I.S. 232,184,34,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,79,9,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,77,33,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,67,44,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",124,25,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,154,25,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X390,M.S. 390,150,32,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X447,CRESTON ACADEMY,162,21,5,2016,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X117,I.S. 117 JOSEPH H. WADE,175,5,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X229,I.S. 229 ROLAND PATTERSON,83,5,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X232,I.S. 232,171,41,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,131,16,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,76,30,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,56,27,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",139,38,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,128,35,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X390,M.S. 390,163,24,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X447,CRESTON ACADEMY,157,29,5,2017,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X117,I.S. 117 JOSEPH H. WADE,191,8,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X229,I.S. 229 ROLAND PATTERSON,79,6,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X232,I.S. 232,170,29,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,104,12,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,75,34,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,57,31,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",128,29,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,144,32,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X390,M.S. 390,182,21,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X447,CRESTON ACADEMY,166,32,5,2018,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X117,I.S. 117 JOSEPH H. WADE (09X117),136,12,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X229,I.S. 229 ROLAND PATTERSON (09X229),86,9,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X232,I.S. 232 (09X232),170,31,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE (09X303),100,17,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX (09X568),85,31,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING (10X015),57,34,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR. (10X279)",126,27,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X331,THE BRONX SCHOOL OF YOUNG LEADERS (10X331),140,35,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
10453,10453,10X390,M.S. 390 (10X390),175,37,5,2019,2353,7825,30.1,38.1,188.1,38.1,6.4,NA,0,NA,NA,NA,10.2
