zip,modzcta,dbn,n_hs_applicants,n_testers,n_offers,year,borough,positive,total,modzcta_cum_perc_pos
10034,10034,06M018,52,6,5,2017,MANHATTAN,707,3388,20.9
10034,10034,06M052,121,13,5,2017,MANHATTAN,707,3388,20.9
10034,10034,06M278,65,24,9,2017,MANHATTAN,707,3388,20.9
10034,10034,06M311,36,12,5,2017,MANHATTAN,707,3388,20.9
10034,10034,06M366,55,15,5,2017,MANHATTAN,707,3388,20.9
10034,10034,06M018,46,5,5,2019,MANHATTAN,707,3388,20.9
10034,10034,06M052,94,10,5,2019,MANHATTAN,707,3388,20.9
10034,10034,06M278,71,20,5,2019,MANHATTAN,707,3388,20.9
10034,10034,06M311,52,15,5,2019,MANHATTAN,707,3388,20.9
10034,10034,06M366,61,17,5,2019,MANHATTAN,707,3388,20.9
10034,10034,06M018,53,12,5,2020,MANHATTAN,707,3388,20.9
10034,10034,06M052,99,9,5,2020,MANHATTAN,707,3388,20.9
10034,10034,06M278,65,20,5,2020,MANHATTAN,707,3388,20.9
10034,10034,06M311,45,14,5,2020,MANHATTAN,707,3388,20.9
10034,10034,06M366,55,16,5,2020,MANHATTAN,707,3388,20.9
10035,10035,04M007,5,5,5,2015,MANHATTAN,950,3956,24
10035,10035,04M206,19,19,5,2015,MANHATTAN,950,3956,24
10035,10035,04M377,12,12,5,2015,MANHATTAN,950,3956,24
10035,10035,04M007,43,5,5,2016,MANHATTAN,950,3956,24
10035,10035,04M206,67,18,5,2016,MANHATTAN,950,3956,24
10035,10035,04M377,53,24,5,2016,MANHATTAN,950,3956,24
10035,10035,04M007,51,5,5,2017,MANHATTAN,950,3956,24
10035,10035,04M206,47,17,5,2017,MANHATTAN,950,3956,24
10035,10035,04M377,53,6,5,2017,MANHATTAN,950,3956,24
10035,10035,04M007,69,6,5,2019,MANHATTAN,950,3956,24
10035,10035,04M206,78,16,5,2019,MANHATTAN,950,3956,24
10035,10035,04M377,57,5,5,2019,MANHATTAN,950,3956,24
10035,10035,04M007,54,9,5,2020,MANHATTAN,950,3956,24
10035,10035,04M206,71,13,5,2020,MANHATTAN,950,3956,24
10035,10035,04M377,76,23,5,2020,MANHATTAN,950,3956,24
10036,10036,02M408,5,5,5,2015,MANHATTAN,416,2667,15.6
10036,10036,02M408,30,10,5,2016,MANHATTAN,416,2667,15.6
10036,10036,02M408,33,9,5,2017,MANHATTAN,416,2667,15.6
10036,10036,02M408,56,14,5,2019,MANHATTAN,416,2667,15.6
10036,10036,02M408,31,5,5,2020,MANHATTAN,416,2667,15.6
10037,10037,NA,NA,NA,NA,NA,NA,539,2656,20.3
10038,10038,02M126,76,76,29,2015,MANHATTAN,250,1524,16.4
10038,10038,02M397,5,5,5,2015,MANHATTAN,250,1524,16.4
10038,10038,02M126,110,66,16,2016,MANHATTAN,250,1524,16.4
10038,10038,02M126,112,66,18,2017,MANHATTAN,250,1524,16.4
10038,10038,02M397,56,36,10,2017,MANHATTAN,250,1524,16.4
10038,10038,02M126,113,70,25,2019,MANHATTAN,250,1524,16.4
10038,10038,02M397,65,27,5,2019,MANHATTAN,250,1524,16.4
10038,10038,02M126,110,65,15,2020,MANHATTAN,250,1524,16.4
10038,10038,02M397,54,30,9,2020,MANHATTAN,250,1524,16.4
10039,10039,05M499,11,11,5,2015,MANHATTAN,516,2235,23.1
10039,10039,05M499,84,8,5,2016,MANHATTAN,516,2235,23.1
10039,10039,05M499,87,13,5,2017,MANHATTAN,516,2235,23.1
10039,10039,05M499,81,5,5,2019,MANHATTAN,516,2235,23.1
10039,10039,05M499,88,5,5,2020,MANHATTAN,516,2235,23.1
10040,10040,06M187,38,38,7,2015,MANHATTAN,1111,4378,25.4
10040,10040,06M293,16,16,5,2015,MANHATTAN,1111,4378,25.4
10040,10040,06M322,5,5,5,2015,MANHATTAN,1111,4378,25.4
10040,10040,06M187,92,33,5,2016,MANHATTAN,1111,4378,25.4
10040,10040,06M293,78,8,5,2016,MANHATTAN,1111,4378,25.4
10040,10040,06M322,103,9,5,2016,MANHATTAN,1111,4378,25.4
10040,10040,06M187,103,36,5,2017,MANHATTAN,1111,4378,25.4
10040,10040,06M293,89,13,5,2017,MANHATTAN,1111,4378,25.4
10040,10040,06M322,121,22,5,2017,MANHATTAN,1111,4378,25.4
10040,10040,06M187,93,45,8,2019,MANHATTAN,1111,4378,25.4
10040,10040,06M293,91,11,5,2019,MANHATTAN,1111,4378,25.4
10040,10040,06M322,135,7,5,2019,MANHATTAN,1111,4378,25.4
10040,10040,06M187,89,32,6,2020,MANHATTAN,1111,4378,25.4
10040,10040,06M293,87,9,5,2020,MANHATTAN,1111,4378,25.4
10040,10040,06M322,104,8,5,2020,MANHATTAN,1111,4378,25.4
10044,10044,02M217,5,5,5,2015,MANHATTAN,235,1036,22.7
10044,10044,02M217,18,5,5,2016,MANHATTAN,235,1036,22.7
10044,10044,02M217,21,6,5,2017,MANHATTAN,235,1036,22.7
10044,10044,02M217,31,9,5,2019,MANHATTAN,235,1036,22.7
10044,10044,02M217,26,9,5,2020,MANHATTAN,235,1036,22.7
10065,10065,02M225,9,9,5,2015,MANHATTAN,330,2892,11.4
10065,10065,02M225,22,5,5,2016,MANHATTAN,330,2892,11.4
10065,10065,02M225,21,5,5,2017,MANHATTAN,330,2892,11.4
10065,10065,02M225,11,5,5,2019,MANHATTAN,330,2892,11.4
10065,10065,02M225,28,5,5,2020,MANHATTAN,330,2892,11.4
10069,10069,NA,NA,NA,NA,NA,NA,54,453,11.9
10075,10075,02M177,5,5,5,2015,MANHATTAN,425,2546,16.7
10075,10075,02M177,49,29,7,2016,MANHATTAN,425,2546,16.7
10075,10075,02M177,82,42,5,2017,MANHATTAN,425,2546,16.7
10075,10075,02M177,76,29,5,2019,MANHATTAN,425,2546,16.7
10075,10075,02M177,73,37,5,2020,MANHATTAN,425,2546,16.7
10103,10019,NA,NA,NA,NA,NA,NA,598,4008,14.9
10110,10036,NA,NA,NA,NA,NA,NA,416,2667,15.6
10111,10019,NA,NA,NA,NA,NA,NA,598,4008,14.9
10112,10019,NA,NA,NA,NA,NA,NA,598,4008,14.9
10115,10027,NA,NA,NA,NA,NA,NA,1026,4767,21.5
10119,10001,NA,NA,NA,NA,NA,NA,365,2373,15.4
10128,10128,02M114,97,97,63,2015,MANHATTAN,631,4991,12.6
10128,10128,02M114,146,102,59,2016,MANHATTAN,631,4991,12.6
10128,10128,02M114,152,124,75,2017,MANHATTAN,631,4991,12.6
10128,10128,02M114,154,114,63,2019,MANHATTAN,631,4991,12.6
10128,10128,02M114,137,115,73,2020,MANHATTAN,631,4991,12.6
10152,10022,NA,NA,NA,NA,NA,NA,338,2804,12.1
10153,10022,NA,NA,NA,NA,NA,NA,338,2804,12.1
10154,10022,NA,NA,NA,NA,NA,NA,338,2804,12.1
10162,10075,NA,NA,NA,NA,NA,NA,425,2546,16.7
10165,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10167,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10168,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10169,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10170,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10171,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10172,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10173,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10174,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10177,10017,NA,NA,NA,NA,NA,NA,143,1293,11.1
10199,10001,NA,NA,NA,NA,NA,NA,365,2373,15.4
10271,10005,NA,NA,NA,NA,NA,NA,61,567,10.8
10278,10007,NA,NA,NA,NA,NA,NA,58,611,9.5
10279,10007,NA,NA,NA,NA,NA,NA,58,611,9.5
10280,10280,02M276,40,40,13,2015,MANHATTAN,52,494,10.5
10280,10280,02M276,94,54,20,2016,MANHATTAN,52,494,10.5
10280,10280,02M276,84,56,22,2017,MANHATTAN,52,494,10.5
10280,10280,02M276,98,52,16,2019,MANHATTAN,52,494,10.5
10280,10280,02M276,85,52,18,2020,MANHATTAN,52,494,10.5
10282,10282,02M289,53,53,11,2015,MANHATTAN,71,361,19.7
10282,10282,02M289,94,50,5,2016,MANHATTAN,71,361,19.7
10282,10282,02M289,91,47,5,2017,MANHATTAN,71,361,19.7
10282,10282,02M289,98,53,6,2019,MANHATTAN,71,361,19.7
10282,10282,02M289,89,45,6,2020,MANHATTAN,71,361,19.7
10301,10301,31R061,60,60,5,2015,STATEN IS,1176,4592,25.6
10301,10301,31R080,24,24,6,2015,STATEN IS,1176,4592,25.6
10301,10301,31R061,396,66,5,2016,STATEN IS,1176,4592,25.6
10301,10301,31R080,91,24,5,2016,STATEN IS,1176,4592,25.6
10301,10301,31R061,325,40,5,2017,STATEN IS,1176,4592,25.6
10301,10301,31R080,93,22,5,2017,STATEN IS,1176,4592,25.6
10301,10301,31R061,314,36,5,2019,STATEN IS,1176,4592,25.6
10301,10301,31R080,94,26,5,2019,STATEN IS,1176,4592,25.6
10301,10301,31R061,311,32,5,2020,STATEN IS,1176,4592,25.6
10301,10301,31R080,82,28,5,2020,STATEN IS,1176,4592,25.6
10302,10302,31R051,63,63,5,2015,STATEN IS,633,1987,31.9
10302,10302,31R051,403,129,8,2016,STATEN IS,633,1987,31.9
10302,10302,31R051,436,101,6,2017,STATEN IS,633,1987,31.9
10302,10302,31R051,332,53,5,2019,STATEN IS,633,1987,31.9
10302,10302,31R051,340,51,5,2020,STATEN IS,633,1987,31.9
10303,10303,NA,NA,NA,NA,NA,NA,870,2955,29.4
10304,10304,31R028,5,5,5,2015,STATEN IS,1380,4909,28.1
10304,10304,31R048,49,49,11,2015,STATEN IS,1380,4909,28.1
10304,10304,31R049,44,44,5,2015,STATEN IS,1380,4909,28.1
10304,10304,31R028,58,11,5,2016,STATEN IS,1380,4909,28.1
10304,10304,31R048,97,47,6,2016,STATEN IS,1380,4909,28.1
10304,10304,31R049,255,43,5,2016,STATEN IS,1380,4909,28.1
10304,10304,31R028,68,18,5,2017,STATEN IS,1380,4909,28.1
10304,10304,31R048,118,70,9,2017,STATEN IS,1380,4909,28.1
10304,10304,31R049,241,42,5,2017,STATEN IS,1380,4909,28.1
10304,10304,31R028,73,8,5,2019,STATEN IS,1380,4909,28.1
10304,10304,31R048,126,59,7,2019,STATEN IS,1380,4909,28.1
10304,10304,31R049,182,25,5,2019,STATEN IS,1380,4909,28.1
10304,10304,31R028,69,8,5,2020,STATEN IS,1380,4909,28.1
10304,10304,31R048,104,47,10,2020,STATEN IS,1380,4909,28.1
10304,10304,31R049,162,20,5,2020,STATEN IS,1380,4909,28.1
10305,10305,NA,NA,NA,NA,NA,NA,1228,4618,26.6
10306,10306,31R002,76,76,11,2015,STATEN IS,1448,6102,23.7
10306,10306,31R002,291,80,8,2016,STATEN IS,1448,6102,23.7
10306,10306,31R002,289,75,5,2017,STATEN IS,1448,6102,23.7
10306,10306,31R002,346,101,11,2019,STATEN IS,1448,6102,23.7
10306,10306,31R002,340,93,9,2020,STATEN IS,1448,6102,23.7
10307,10307,31R034,100,100,12,2015,STATEN IS,378,1439,26.3
10307,10307,31R034,390,91,14,2016,STATEN IS,378,1439,26.3
10307,10307,31R034,378,81,8,2017,STATEN IS,378,1439,26.3
10307,10307,31R034,366,74,7,2019,STATEN IS,378,1439,26.3
10307,10307,31R034,341,61,5,2020,STATEN IS,378,1439,26.3
10308,10308,31R024,179,179,29,2015,STATEN IS,631,2662,23.7
10308,10308,31R024,459,160,22,2016,STATEN IS,631,2662,23.7
10308,10308,31R024,384,132,11,2017,STATEN IS,631,2662,23.7
10308,10308,31R024,437,142,13,2019,STATEN IS,631,2662,23.7
10308,10308,31R024,428,123,13,2020,STATEN IS,631,2662,23.7
10309,10309,NA,NA,NA,NA,NA,NA,838,3365,24.9
10310,10310,31R027,95,95,22,2015,STATEN IS,718,2865,25.1
10310,10310,31R027,357,99,24,2016,STATEN IS,718,2865,25.1
10310,10310,31R027,328,77,14,2017,STATEN IS,718,2865,25.1
10310,10310,31R027,328,85,10,2019,STATEN IS,718,2865,25.1
10310,10310,31R027,307,76,14,2020,STATEN IS,718,2865,25.1
10311,10314,NA,NA,NA,NA,NA,NA,2639,10151,26
10312,10312,31R007,136,136,22,2015,STATEN IS,1494,5966,25
10312,10312,31R075,142,142,43,2015,STATEN IS,1494,5966,25
10312,10312,31R007,398,126,20,2016,STATEN IS,1494,5966,25
10312,10312,31R075,506,157,52,2016,STATEN IS,1494,5966,25
10312,10312,31R007,394,129,22,2017,STATEN IS,1494,5966,25
10312,10312,31R075,431,153,46,2017,STATEN IS,1494,5966,25
10312,10312,31R007,397,101,12,2019,STATEN IS,1494,5966,25
10312,10312,31R075,454,136,21,2019,STATEN IS,1494,5966,25
10312,10312,31R007,397,117,27,2020,STATEN IS,1494,5966,25
10312,10312,31R075,448,161,41,2020,STATEN IS,1494,5966,25
10314,10314,31R063,60,60,11,2015,STATEN IS,2639,10151,26
10314,10314,31R072,121,121,19,2015,STATEN IS,2639,10151,26
10314,10314,31R861,41,41,5,2015,STATEN IS,2639,10151,26
10314,10314,31R063,140,49,7,2016,STATEN IS,2639,10151,26
10314,10314,31R072,448,137,18,2016,STATEN IS,2639,10151,26
10314,10314,31R861,98,33,5,2016,STATEN IS,2639,10151,26
10314,10314,31R063,156,70,7,2017,STATEN IS,2639,10151,26
10314,10314,31R072,463,139,26,2017,STATEN IS,2639,10151,26
10314,10314,31R861,96,34,5,2017,STATEN IS,2639,10151,26
10314,10314,31R063,149,50,5,2019,STATEN IS,2639,10151,26
10314,10314,31R072,517,159,13,2019,STATEN IS,2639,10151,26
10314,10314,31R861,91,20,5,2019,STATEN IS,2639,10151,26
10314,10314,31R063,146,51,5,2020,STATEN IS,2639,10151,26
10314,10314,31R072,505,134,16,2020,STATEN IS,2639,10151,26
10314,10314,31R861,88,21,5,2020,STATEN IS,2639,10151,26
10451,10451,07X029,16,16,5,2015,BRONX,1603,5575,28.8
10451,10451,07X031,8,8,5,2015,BRONX,1603,5575,28.8
10451,10451,07X151,11,11,5,2015,BRONX,1603,5575,28.8
10451,10451,07X551,5,5,5,2015,BRONX,1603,5575,28.8
10451,10451,09X505,18,18,5,2015,BRONX,1603,5575,28.8
10451,10451,07X029,95,25,5,2016,BRONX,1603,5575,28.8
10451,10451,07X031,80,12,5,2016,BRONX,1603,5575,28.8
10451,10451,07X151,90,9,5,2016,BRONX,1603,5575,28.8
10451,10451,07X551,81,10,5,2016,BRONX,1603,5575,28.8
10451,10451,09X505,96,17,5,2016,BRONX,1603,5575,28.8
10451,10451,07X029,82,10,5,2017,BRONX,1603,5575,28.8
10451,10451,07X031,78,9,5,2017,BRONX,1603,5575,28.8
10451,10451,07X151,92,5,5,2017,BRONX,1603,5575,28.8
10451,10451,07X551,81,5,5,2017,BRONX,1603,5575,28.8
10451,10451,09X505,89,13,5,2017,BRONX,1603,5575,28.8
10451,10451,07X029,85,12,5,2019,BRONX,1603,5575,28.8
10451,10451,07X031,69,20,5,2019,BRONX,1603,5575,28.8
10451,10451,07X151,85,6,5,2019,BRONX,1603,5575,28.8
10451,10451,07X551,83,5,5,2019,BRONX,1603,5575,28.8
10451,10451,09X505,90,7,5,2019,BRONX,1603,5575,28.8
10451,10451,07X029,89,5,5,2020,BRONX,1603,5575,28.8
10451,10451,07X031,84,12,5,2020,BRONX,1603,5575,28.8
10451,10451,07X151,61,5,5,2020,BRONX,1603,5575,28.8
10451,10451,07X551,66,5,5,2020,BRONX,1603,5575,28.8
10451,10451,09X505,91,7,5,2020,BRONX,1603,5575,28.8
10452,10452,09X218,54,54,5,2015,BRONX,2393,8242,29
10452,10452,09X327,29,29,5,2015,BRONX,2393,8242,29
10452,10452,09X361,31,31,5,2015,BRONX,2393,8242,29
10452,10452,09X218,83,59,5,2016,BRONX,2393,8242,29
10452,10452,09X327,98,12,5,2016,BRONX,2393,8242,29
10452,10452,09X361,123,27,5,2016,BRONX,2393,8242,29
10452,10452,09X218,97,63,5,2017,BRONX,2393,8242,29
10452,10452,09X327,105,15,5,2017,BRONX,2393,8242,29
10452,10452,09X361,132,18,5,2017,BRONX,2393,8242,29
10452,10452,09X218,113,57,5,2019,BRONX,2393,8242,29
10452,10452,09X327,101,16,5,2019,BRONX,2393,8242,29
10452,10452,09X361,123,13,5,2019,BRONX,2393,8242,29
10452,10452,09X218,106,31,5,2020,BRONX,2393,8242,29
10452,10452,09X327,98,9,5,2020,BRONX,2393,8242,29
10452,10452,09X361,115,12,5,2020,BRONX,2393,8242,29
10453,10453,09X117,5,5,5,2015,BRONX,2353,7825,30.1
10453,10453,09X229,14,14,5,2015,BRONX,2353,7825,30.1
10453,10453,09X232,32,32,5,2015,BRONX,2353,7825,30.1
10453,10453,09X303,16,16,5,2015,BRONX,2353,7825,30.1
10453,10453,09X568,16,16,5,2015,BRONX,2353,7825,30.1
10453,10453,10X015,28,28,5,2015,BRONX,2353,7825,30.1
10453,10453,10X279,23,23,5,2015,BRONX,2353,7825,30.1
10453,10453,10X331,21,21,5,2015,BRONX,2353,7825,30.1
10453,10453,10X390,26,26,5,2015,BRONX,2353,7825,30.1
10453,10453,10X447,28,28,5,2015,BRONX,2353,7825,30.1
10453,10453,09X117,229,23,5,2016,BRONX,2353,7825,30.1
10453,10453,09X229,88,6,5,2016,BRONX,2353,7825,30.1
10453,10453,09X232,184,34,5,2016,BRONX,2353,7825,30.1
10453,10453,09X303,79,9,5,2016,BRONX,2353,7825,30.1
10453,10453,09X568,77,33,5,2016,BRONX,2353,7825,30.1
10453,10453,10X015,67,44,5,2016,BRONX,2353,7825,30.1
10453,10453,10X279,124,25,5,2016,BRONX,2353,7825,30.1
10453,10453,10X331,154,25,5,2016,BRONX,2353,7825,30.1
10453,10453,10X390,150,32,5,2016,BRONX,2353,7825,30.1
10453,10453,10X447,162,21,5,2016,BRONX,2353,7825,30.1
10453,10453,09X117,175,5,5,2017,BRONX,2353,7825,30.1
10453,10453,09X229,83,5,5,2017,BRONX,2353,7825,30.1
10453,10453,09X232,171,41,5,2017,BRONX,2353,7825,30.1
10453,10453,09X303,131,16,5,2017,BRONX,2353,7825,30.1
10453,10453,09X568,76,30,5,2017,BRONX,2353,7825,30.1
10453,10453,10X015,56,27,5,2017,BRONX,2353,7825,30.1
10453,10453,10X279,139,38,5,2017,BRONX,2353,7825,30.1
10453,10453,10X331,128,35,5,2017,BRONX,2353,7825,30.1
10453,10453,10X390,163,24,5,2017,BRONX,2353,7825,30.1
10453,10453,10X447,157,29,5,2017,BRONX,2353,7825,30.1
10453,10453,09X117,136,12,5,2019,BRONX,2353,7825,30.1
10453,10453,09X229,86,9,5,2019,BRONX,2353,7825,30.1
10453,10453,09X232,170,31,5,2019,BRONX,2353,7825,30.1
10453,10453,09X303,100,17,5,2019,BRONX,2353,7825,30.1
10453,10453,09X568,85,31,5,2019,BRONX,2353,7825,30.1
10453,10453,10X015,57,34,5,2019,BRONX,2353,7825,30.1
10453,10453,10X279,126,27,5,2019,BRONX,2353,7825,30.1
10453,10453,10X331,140,35,5,2019,BRONX,2353,7825,30.1
10453,10453,10X390,175,37,5,2019,BRONX,2353,7825,30.1
10453,10453,10X447,157,37,5,2019,BRONX,2353,7825,30.1
10453,10453,09X117,118,5,5,2020,BRONX,2353,7825,30.1
10453,10453,09X229,72,6,5,2020,BRONX,2353,7825,30.1
10453,10453,09X232,147,8,5,2020,BRONX,2353,7825,30.1
10453,10453,09X303,107,9,5,2020,BRONX,2353,7825,30.1
10453,10453,09X568,71,7,5,2020,BRONX,2353,7825,30.1
10453,10453,10X015,63,27,5,2020,BRONX,2353,7825,30.1
10453,10453,10X279,116,21,5,2020,BRONX,2353,7825,30.1
10453,10453,10X331,143,18,5,2020,BRONX,2353,7825,30.1
10453,10453,10X390,174,29,5,2020,BRONX,2353,7825,30.1
10453,10453,10X447,130,24,5,2020,BRONX,2353,7825,30.1
10454,10454,07X221,10,10,5,2015,BRONX,1126,4202,26.8
10454,10454,07X223,18,18,5,2015,BRONX,1126,4202,26.8
10454,10454,07X224,11,11,5,2015,BRONX,1126,4202,26.8
10454,10454,07X343,25,25,5,2015,BRONX,1126,4202,26.8
10454,10454,07X221,98,5,5,2016,BRONX,1126,4202,26.8
10454,10454,07X223,98,8,5,2016,BRONX,1126,4202,26.8
10454,10454,07X224,130,14,5,2016,BRONX,1126,4202,26.8
10454,10454,07X343,101,25,5,2016,BRONX,1126,4202,26.8
10454,10454,07X221,97,8,5,2017,BRONX,1126,4202,26.8
10454,10454,07X223,99,18,5,2017,BRONX,1126,4202,26.8
10454,10454,07X224,129,5,5,2017,BRONX,1126,4202,26.8
10454,10454,07X343,95,31,5,2017,BRONX,1126,4202,26.8
10454,10454,07X221,86,7,5,2019,BRONX,1126,4202,26.8
10454,10454,07X223,79,12,5,2019,BRONX,1126,4202,26.8
10454,10454,07X224,96,8,5,2019,BRONX,1126,4202,26.8
10454,10454,07X343,99,9,5,2019,BRONX,1126,4202,26.8
10454,10454,07X221,87,5,5,2020,BRONX,1126,4202,26.8
10454,10454,07X223,110,5,5,2020,BRONX,1126,4202,26.8
10454,10454,07X224,85,5,5,2020,BRONX,1126,4202,26.8
10454,10454,07X343,101,23,5,2020,BRONX,1126,4202,26.8
10455,10455,07X005,5,5,5,2015,BRONX,1266,4237,29.9
10455,10455,07X500,11,11,5,2015,BRONX,1266,4237,29.9
10455,10455,08X302,19,19,5,2015,BRONX,1266,4237,29.9
10455,10455,07X005,91,15,5,2016,BRONX,1266,4237,29.9
10455,10455,07X500,68,5,5,2016,BRONX,1266,4237,29.9
10455,10455,08X302,166,26,5,2016,BRONX,1266,4237,29.9
10455,10455,07X005,71,8,5,2017,BRONX,1266,4237,29.9
10455,10455,07X500,57,5,5,2017,BRONX,1266,4237,29.9
10455,10455,07X584,106,10,5,2017,BRONX,1266,4237,29.9
10455,10455,08X302,166,13,5,2017,BRONX,1266,4237,29.9
10455,10455,07X005,94,9,5,2019,BRONX,1266,4237,29.9
10455,10455,07X500,46,5,5,2019,BRONX,1266,4237,29.9
10455,10455,07X584,85,12,5,2019,BRONX,1266,4237,29.9
10455,10455,08X302,186,34,5,2019,BRONX,1266,4237,29.9
10455,10455,07X005,81,5,5,2020,BRONX,1266,4237,29.9
10455,10455,07X500,49,9,5,2020,BRONX,1266,4237,29.9
10455,10455,07X584,80,6,5,2020,BRONX,1266,4237,29.9
10455,10455,08X302,147,17,5,2020,BRONX,1266,4237,29.9
10456,10456,07X296,6,6,5,2015,BRONX,2477,9067,27.3
10456,10456,07X298,22,22,5,2015,BRONX,2477,9067,27.3
10456,10456,08X301,5,5,5,2015,BRONX,2477,9067,27.3
10456,10456,09X022,11,11,5,2015,BRONX,2477,9067,27.3
10456,10456,09X128,78,78,6,2015,BRONX,2477,9067,27.3
10456,10456,09X215,38,38,5,2015,BRONX,2477,9067,27.3
10456,10456,09X219,8,8,5,2015,BRONX,2477,9067,27.3
10456,10456,09X323,24,24,5,2015,BRONX,2477,9067,27.3
10456,10456,09X324,21,21,5,2015,BRONX,2477,9067,27.3
10456,10456,09X328,5,5,5,2015,BRONX,2477,9067,27.3
10456,10456,09X454,40,40,5,2015,BRONX,2477,9067,27.3
10456,10456,12X267,16,16,5,2015,BRONX,2477,9067,27.3
10456,10456,07X296,107,11,5,2016,BRONX,2477,9067,27.3
10456,10456,07X298,94,23,5,2016,BRONX,2477,9067,27.3
10456,10456,08X301,81,5,5,2016,BRONX,2477,9067,27.3
10456,10456,09X022,144,13,5,2016,BRONX,2477,9067,27.3
10456,10456,09X128,116,59,5,2016,BRONX,2477,9067,27.3
10456,10456,09X215,61,16,5,2016,BRONX,2477,9067,27.3
10456,10456,09X219,98,7,5,2016,BRONX,2477,9067,27.3
10456,10456,09X323,156,60,5,2016,BRONX,2477,9067,27.3
10456,10456,09X324,77,11,5,2016,BRONX,2477,9067,27.3
10456,10456,09X328,56,10,5,2016,BRONX,2477,9067,27.3
10456,10456,09X454,153,44,5,2016,BRONX,2477,9067,27.3
10456,10456,12X267,85,14,5,2016,BRONX,2477,9067,27.3
10456,10456,07X296,85,6,5,2017,BRONX,2477,9067,27.3
10456,10456,07X298,84,9,5,2017,BRONX,2477,9067,27.3
10456,10456,08X301,78,5,5,2017,BRONX,2477,9067,27.3
10456,10456,09X022,149,24,5,2017,BRONX,2477,9067,27.3
10456,10456,09X128,118,68,5,2017,BRONX,2477,9067,27.3
10456,10456,09X215,80,25,5,2017,BRONX,2477,9067,27.3
10456,10456,09X219,107,7,5,2017,BRONX,2477,9067,27.3
10456,10456,09X323,158,29,5,2017,BRONX,2477,9067,27.3
10456,10456,09X324,65,13,5,2017,BRONX,2477,9067,27.3
10456,10456,09X328,74,21,5,2017,BRONX,2477,9067,27.3
10456,10456,09X454,155,35,5,2017,BRONX,2477,9067,27.3
10456,10456,12X267,83,5,5,2017,BRONX,2477,9067,27.3
10456,10456,07X296,66,12,5,2019,BRONX,2477,9067,27.3
10456,10456,07X298,90,26,5,2019,BRONX,2477,9067,27.3
10456,10456,08X301,69,5,5,2019,BRONX,2477,9067,27.3
10456,10456,09X022,135,10,5,2019,BRONX,2477,9067,27.3
10456,10456,09X128,111,96,5,2019,BRONX,2477,9067,27.3
10456,10456,09X215,122,41,5,2019,BRONX,2477,9067,27.3
10456,10456,09X219,113,11,5,2019,BRONX,2477,9067,27.3
10456,10456,09X323,136,16,5,2019,BRONX,2477,9067,27.3
10456,10456,09X324,58,13,5,2019,BRONX,2477,9067,27.3
10456,10456,09X328,82,7,5,2019,BRONX,2477,9067,27.3
10456,10456,09X454,153,52,5,2019,BRONX,2477,9067,27.3
10456,10456,09X594,80,5,5,2019,BRONX,2477,9067,27.3
10456,10456,12X267,72,6,5,2019,BRONX,2477,9067,27.3
10456,10456,07X296,69,11,5,2020,BRONX,2477,9067,27.3
10456,10456,07X298,79,27,5,2020,BRONX,2477,9067,27.3
10456,10456,08X301,59,23,5,2020,BRONX,2477,9067,27.3
10456,10456,09X022,126,21,5,2020,BRONX,2477,9067,27.3
10456,10456,09X128,107,42,5,2020,BRONX,2477,9067,27.3
10456,10456,09X215,101,20,5,2020,BRONX,2477,9067,27.3
10456,10456,09X219,112,5,5,2020,BRONX,2477,9067,27.3
10456,10456,09X323,95,9,5,2020,BRONX,2477,9067,27.3
10456,10456,09X324,58,5,5,2020,BRONX,2477,9067,27.3
10456,10456,09X328,108,14,5,2020,BRONX,2477,9067,27.3
10456,10456,09X454,137,40,5,2020,BRONX,2477,9067,27.3
10456,10456,09X593,63,5,5,2020,BRONX,2477,9067,27.3
10456,10456,09X594,88,8,5,2020,BRONX,2477,9067,27.3
10456,10456,12X267,72,5,5,2020,BRONX,2477,9067,27.3
10457,10457,09X004,9,9,5,2015,BRONX,2082,7495,27.8
10457,10457,09X231,5,5,5,2015,BRONX,2082,7495,27.8
10457,10457,09X241,15,15,5,2015,BRONX,2082,7495,27.8
10457,10457,09X313,10,10,5,2015,BRONX,2082,7495,27.8
10457,10457,09X339,7,7,5,2015,BRONX,2082,7495,27.8
10457,10457,09X350,5,5,5,2015,BRONX,2082,7495,27.8
10457,10457,09X413,15,15,5,2015,BRONX,2082,7495,27.8
10457,10457,10X003,13,13,5,2015,BRONX,2082,7495,27.8
10457,10457,10X118,177,177,24,2015,BRONX,2082,7495,27.8
10457,10457,10X225,19,19,5,2015,BRONX,2082,7495,27.8
10457,10457,10X391,15,15,5,2015,BRONX,2082,7495,27.8
10457,10457,12X211,20,20,5,2015,BRONX,2082,7495,27.8
10457,10457,12X273,33,33,5,2015,BRONX,2082,7495,27.8
10457,10457,12X318,15,15,5,2015,BRONX,2082,7495,27.8
