"","dbn","feeder_school","n_hs_applicants","n_testers","n_offers","year","zip"
"979","04M108","P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX",91,9,5,"2017"," 10029"
"980","04M171","P.S. 171 PATRICK HENRY",92,43,5,"2017"," 10029"
"981","04M206","P.S. 206 JOSE CELSO BARBOSA",47,17,5,"2017"," 10035"
"982","04M224","M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS",55,14,5,"2017"," 10029"
"983","04M372","ESPERANZA PREPARATORY ACADEMY",71,5,5,"2017"," 10029"
"984","04M377","RENAISSANCE SCHOOL OF THE ARTS",53,6,5,"2017"," 10035"
"985","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",50,8,5,"2017"," 10029"
"986","04M825","ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE",55,20,5,"2017"," 10029"
"987","04M964","CENTRAL PARK EAST II",30,6,5,"2017"," 10029"
"988","05M046","P.S. 046 ARTHUR TAPPAN",67,8,5,"2017"," 10039"
"989","05M123","P.S. 123 MAHALIA JACKSON",54,5,5,"2017"," 10030"
"990","05M129","P.S. 129 JOHN H. FINLEY",55,21,5,"2017"," 10027"
"991","05M148","EAGLE ACADEMY FOR YOUNG MEN OF HARLEM",57,10,5,"2017"," 10030"
"992","05M161","P.S. 161 PEDRO ALBIZU CAMPOS",122,16,5,"2017"," 10027"
"993","05M286","URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS",82,15,5,"2017"," 10027"
"994","05M362","COLUMBIA SECONDARY SCHOOL",97,42,23,"2017"," 10027"
"995","05M499","FREDERICK DOUGLASS ACADEMY",87,13,5,"2017"," 10039"
"996","05M514","NEW DESIGN MIDDLE SCHOOL",66,11,5,"2017"," 10027"
"997","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",58,10,5,"2017"," 10030"
"998","06M018","P.S. 018 PARK TERRACE",52,6,5,"2017"," 10034"
"999","06M052","J.H.S. 052 INWOOD",121,13,5,"2017"," 10034"
"1000","06M143","J.H.S. 143 ELEANOR ROOSEVELT",109,17,5,"2017"," 10033"
"1001","06M187","P.S./I.S. 187 HUDSON CLIFFS",103,36,5,"2017"," 10040"
"1002","06M209","HAMILTON GRANGE MIDDLE SCHOOL",84,18,5,"2017"," 10031"
"1003","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP",47,8,5,"2017"," 10031"
"1004","06M223","THE MOTT HALL SCHOOL",87,81,5,"2017"," 10027"
"1005","06M278","PAULA HEDBAVNY SCHOOL",65,24,9,"2017"," 10034"
"1006","06M293","CITY COLLEGE ACADEMY OF THE ARTS",89,13,5,"2017"," 10040"
"1007","06M311","AMISTAD DUAL LANGUAGE SCHOOL",36,12,5,"2017"," 10034"
"1008","06M319","M.S. 319 - MARIA TERESA",147,27,5,"2017"," 10032"
"1009","06M322","MIDDLE SCHOOL 322",121,22,5,"2017"," 10040"
"1010","06M324","M.S. 324 - PATRIA MIRABAL",149,20,5,"2017"," 10032"
"1011","06M328","COMMUNITY MATH & SCIENCE PREP",94,9,5,"2017"," 10032"
"1012","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",94,16,5,"2017"," 10032"
"1013","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",87,6,5,"2017"," 10033"
"1014","06M349","HARBOR HEIGHTS",63,5,5,"2017"," 10033"
"1015","06M366","WASHINGTON HEIGHTS ACADEMY",55,15,5,"2017"," 10034"
"1016","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL",75,5,5,"2017"," 10033"
"1017","07X005","P.S. 5 PORT MORRIS",71,8,5,"2017"," 10455"
"1018","07X029","P.S./M.S. 029 MELROSE SCHOOL",82,10,5,"2017"," 10451"
"1019","07X031","P.S./M.S. 031 THE WILLIAM LLOYD GARRISON",78,9,5,"2017"," 10451"
"1020","07X151","J.H.S. 151 LOU GEHRIG",92,5,5,"2017"," 10451"
"1021","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",97,8,5,"2017"," 10454"
"1022","07X223","THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X223",99,18,5,"2017"," 10454"
"1023","07X224","P.S./I.S. 224",129,5,5,"2017"," 10454"
"1024","07X296","SOUTH BRONX ACADEMY FOR APPLIED MEDIA",85,6,5,"2017"," 10456"
"1025","07X298","ACADEMY OF PUBLIC RELATIONS",84,9,5,"2017"," 10456"
"1026","07X343","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY",95,31,5,"2017"," 10454"
"1027","07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",57,5,5,"2017"," 10455"
"1028","07X551","THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS",81,5,5,"2017"," 10451"
"1029","07X584","I.S. 584",106,10,5,"2017"," 10455"
"1030","08X071","P.S. 071 ROSE E. SCALA",177,96,5,"2017"," 10461"
"1031","08X101","M.S. X101 EDWARD R. BYRNE",147,66,7,"2017"," 10465"
"1032","08X123","J.H.S. 123 JAMES M. KIERAN",88,11,5,"2017"," 10472"
"1033","08X131","J.H.S. 131 ALBERT EINSTEIN",159,22,5,"2017"," 10473"
"1034","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",85,5,5,"2017"," 10459"
"1035","08X301","M.S. 301 PAUL L. DUNBAR",78,5,5,"2017"," 10456"
"1036","08X302","M.S. 302 LUISA DESSUS CRUZ",166,13,5,"2017"," 10455"
"1037","08X337","THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE",157,39,5,"2017"," 10472"
"1038","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",97,30,5,"2017"," 10473"
"1039","08X371","URBAN INSTITUTE OF MATHEMATICS",112,39,5,"2017"," 10465"
"1040","08X375","THE BRONX MATHEMATICS PREPARATORY SCHOOL",73,17,5,"2017"," 10473"
"1041","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL",47,9,5,"2017"," 10473"
"1042","08X424","THE HUNTS POINT SCHOOL",110,5,5,"2017"," 10474"
"1043","08X448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP",121,19,5,"2017"," 10473"
"1044","08X467","MOTT HALL COMMUNITY SCHOOL",115,21,5,"2017"," 10465"
"1045","08X562","BLUEPRINT MIDDLE SCHOOL",95,29,5,"2017"," 10472"
"1046","09X004","P.S./M.S. 004 CROTONA PARK WEST",62,7,5,"2017"," 10457"
"1047","09X022","J.H.S. 022 JORDAN L. MOTT",149,24,5,"2017"," 10456"
"1048","09X117","I.S. 117 JOSEPH H. WADE",175,5,5,"2017"," 10453"
"1049","09X128","MOTT HALL III",118,68,5,"2017"," 10456"
"1050","09X215","KAPPA",80,25,5,"2017"," 10456"
"1051","09X218","P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL",97,63,5,"2017"," 10452"
"1052","09X219","I.S. 219 NEW VENTURE SCHOOL",107,7,5,"2017"," 10456"
"1053","09X229","I.S. 229 ROLAND PATTERSON",83,5,5,"2017"," 10453"
"1054","09X231","EAGLE ACADEMY FOR YOUNG MEN",59,7,5,"2017"," 10457"
"1055","09X232","I.S. 232",171,41,5,"2017"," 10453"
"1056","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",82,13,5,"2017"," 10457"
"1057","09X303","I.S. X303 LEADERSHIP & COMMUNITY SERVICE",131,16,5,"2017"," 10453"
"1058","09X313","I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT",105,9,5,"2017"," 10457"
"1059","09X323","BRONX WRITING ACADEMY",158,29,5,"2017"," 10456"
"1060","09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING",65,13,5,"2017"," 10456"
"1061","09X327","COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327",105,15,5,"2017"," 10452"
"1062","09X328","NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL",74,21,5,"2017"," 10456"
"1063","09X339","I.S. 339",172,27,5,"2017"," 10457"
"1064","09X350","NEW DIRECTIONS SECONDARY SCHOOL",60,5,5,"2017"," 10457"
"1065","09X361","THE HIGHBRIDGE GREEN SCHOOL",132,18,5,"2017"," 10452"
"1066","09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",48,10,5,"2017"," 10457"
"1067","09X454","SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL",155,35,5,"2017"," 10456"
"1068","09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",89,13,5,"2017"," 10451"
"1069","09X568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX",76,30,5,"2017"," 10453"
"1070","10X003","P.S. 3 RAUL JULIA MICRO SOCIETY",49,13,5,"2017"," 10457"
"1071","10X015","P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING",56,27,5,"2017"," 10453"
"1072","10X020","P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",119,42,5,"2017"," 10467"
"1073","10X037","P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL",70,6,5,"2017"," 10463"
"1074","10X045","THOMAS C. GIORDANO MIDDLE SCHOOL 45",257,46,5,"2017"," 10458"
"1075","10X080","J.H.S. 080 THE MOSHOLU PARKWAY",232,51,5,"2017"," 10467"
"1076","10X095","P.S. 095 SHEILA MENCHER",161,42,5,"2017"," 10463"
"1077","10X118","J.H.S. 118 WILLIAM W. NILES",424,270,29,"2017"," 10457"
"1078","10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)",252,75,15,"2017"," 10463"
"1079","10X206","I.S. 206 ANN MERSEREAU",69,8,5,"2017"," 10468"
"1080","10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",51,6,5,"2017"," 10457"
"1081","10X228","JONAS BRONCK ACADEMY",90,64,5,"2017"," 10458"
"1082","10X243","WEST BRONX ACADEMY FOR THE FUTURE",95,18,5,"2017"," 10458"
"1083","10X244","THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM",270,91,5,"2017"," 10463"
"1084","10X254","I.S. 254",143,13,5,"2017"," 10458"
"1085","10X279","P.S. 279 CAPTAIN MANUEL RIVERA, JR.",139,38,5,"2017"," 10453"
"1086","10X280","P.S./M.S. 280 MOSHOLU PARKWAY",101,41,5,"2017"," 10467"
"1087","10X308","BRONX DANCE ACADEMY SCHOOL",80,19,5,"2017"," 10467"
"1088","10X331","THE BRONX SCHOOL OF YOUNG LEADERS",128,35,5,"2017"," 10453"
"1089","10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",51,5,5,"2017"," 10468"
"1090","10X363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE",181,45,5,"2017"," 10468"
"1091","10X368","IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)",155,27,5,"2017"," 10463"
"1092","10X390","M.S. 390",163,24,5,"2017"," 10453"
"1093","10X391","THE ANGELO PATRI MIDDLE SCHOOL",190,17,5,"2017"," 10457"
"1094","10X447","CRESTON ACADEMY",157,29,5,"2017"," 10453"
"1095","10X459","EAST FORDHAM ACADEMY FOR THE ARTS",102,10,5,"2017"," 10468"
"1096","11X019","P.S. 019 JUDITH K. WEISS",46,24,5,"2017"," 10470"
"1097","11X083","P.S. 083 DONALD HERTZ",229,77,13,"2017"," 10462"
"1098","11X089","P.S. 089 BRONX",159,25,5,"2017"," 10469"
"1099","11X127","J.H.S. 127 THE CASTLE HILL",285,133,9,"2017"," 10462"
"1100","11X144","J.H.S. 144 MICHELANGELO",177,42,5,"2017"," 10469"
"1101","11X175","P.S. 175 CITY ISLAND",44,14,5,"2017"," 10464"
"1102","11X180","M.S. 180 DR. DANIEL HALE WILLIAMS",305,151,5,"2017"," 10475"
"1103","11X181","I.S. 181 PABLO CASALS",290,124,8,"2017"," 10475"
"1104","11X194","P.S./M.S. 194",164,64,8,"2017"," 10462"
"1105","11X287","NORTH BRONX SCHOOL OF EMPOWERMENT",182,23,5,"2017"," 10467"
"1106","11X326","BRONX GREEN MIDDLE SCHOOL",133,37,5,"2017"," 10467"
"1107","11X355","BRONX ALLIANCE MIDDLE SCHOOL",132,24,5,"2017"," 10466"
"1108","11X370","LEADERS OF TOMORROW",128,29,5,"2017"," 10467"
"1109","11X462","CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA)",94,24,5,"2017"," 10475"
"1110","11X468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT",102,35,5,"2017"," 10467"
"1111","11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY",95,36,5,"2017"," 10462"
"1112","11X529","ONE WORLD MIDDLE SCHOOL AT EDENWALD",121,35,5,"2017"," 10466"
"1113","11X532","BAYCHESTER MIDDLE SCHOOL",107,15,5,"2017"," 10466"
"1114","11X556","BRONX PARK MIDDLE SCHOOL",147,52,5,"2017"," 10467"
"1115","11X566","PELHAM GARDENS MIDDLE SCHOOL",162,31,5,"2017"," 10469"
"1116","12X098","J.H.S. 098 HERMAN RIDDER",75,5,5,"2017"," 10460"
"1117","12X129","M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP",169,29,5,"2017"," 10460"
"1118","12X190","E.S.M.T- I.S. 190",78,19,5,"2017"," 10460"
"1119","12X211","P.S. 211",85,7,5,"2017"," 10457"
"1120","12X214","P.S. 214",151,28,5,"2017"," 10460"
"1121","12X217","SCHOOL OF PERFORMING ARTS",96,8,5,"2017"," 10459"
"1122","12X242","MOTT HALL V",94,17,5,"2017"," 10472"
"1123","12X267","BRONX LATIN",83,5,5,"2017"," 10456"
"1124","12X271","EAST BRONX ACADEMY FOR THE FUTURE",88,14,5,"2017"," 10460"
"1125","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL",73,11,5,"2017"," 10457"
"1126","12X286","FANNIE LOU HAMER MIDDLE SCHOOL",88,5,5,"2017"," 10460"
"1127","12X316","KAPPA III",128,34,5,"2017"," 10460"
"1128","12X318","I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",101,18,5,"2017"," 10457"
"1129","12X341","ACCION ACADEMY",55,7,5,"2017"," 10459"
"1130","12X383","EMOLIOR ACADEMY",84,20,5,"2017"," 10460"
"1131","13K008","P.S. 008 ROBERT FULTON",65,42,8,"2017"," 11201"
"1132","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER",89,20,5,"2017"," 11205"
"1133","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS",37,5,5,"2017"," 11205"
"1134","13K266","M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL",67,8,5,"2017"," 11217"
"1135","13K301","SATELLITE EAST MIDDLE SCHOOL",31,5,5,"2017"," 11216"
"1136","13K313","DOCK STREET SCHOOL FOR STEAM STUDIES",15,5,5,"2017"," 11201"
"1137","13K351","THE URBAN ASSEMBLY UNISON SCHOOL",45,21,5,"2017"," 11238"
"1138","13K492","ACADEMY OF ARTS AND LETTERS",58,26,5,"2017"," 11205"
"1139","13K527","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN",48,22,5,"2017"," 11201"
"1140","13K691","FORT GREENE PREPARATORY ACADEMY",76,17,5,"2017"," 11205"
"1141","14K050","J.H.S. 050 JOHN D. WELLS",80,7,5,"2017"," 11211"
"1142","14K071","JUAN MOREL CAMPOS SECONDARY SCHOOL",85,5,5,"2017"," 11206"
"1143","14K084","P.S. 084 JOSE DE DIEGO",69,18,5,"2017"," 11211"
"1144","14K126","JOHN ERICSSON MIDDLE SCHOOL 126",136,35,5,"2017"," 11222"
"1145","14K157","P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY",64,15,5,"2017"," 11205"
"1146","14K318","I.S. 318 EUGENIO MARIA DE HOSTOS",467,222,27,"2017"," 11206"
"1147","14K577","CONSELYEA PREPARATORY SCHOOL",169,90,7,"2017"," 11211"
"1148","14K582","M.S. 582",100,5,5,"2017"," 11206"
"1149","14K586","LYONS COMMUNITY SCHOOL",72,6,5,"2017"," 11206"
"1150","14K614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",50,5,5,"2017"," 11206"
"1151","15K051","M.S. 51 WILLIAM ALEXANDER",370,280,122,"2017"," 11215"
"1152","15K088","J.H.S. 088 PETER ROUGET",411,163,20,"2017"," 11215"
"1153","15K136","I.S. 136 CHARLES O. DEWEY",169,18,5,"2017"," 11232"
"1154","15K442","M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION",79,25,5,"2017"," 11231"
"1155","15K443","NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS",184,94,19,"2017"," 11215"
"1156","15K447","THE MATH & SCIENCE EXPLORATORY SCHOOL",179,134,51,"2017"," 11217"
"1157","15K448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",89,6,5,"2017"," 11231"
"1158","15K464","PARK SLOPE COLLEGIATE",74,21,5,"2017"," 11215"
"1159","15K497","THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES",99,32,6,"2017"," 11201"
"1160","15K821","SUNSET PARK PREP",163,53,5,"2017"," 11232"
"1161","15K839","M.S. 839",104,36,7,"2017"," 11218"
"1162","16K035","M.S. 035 STEPHEN DECATUR",81,27,5,"2017"," 11233"
"1163","16K057","J.H.S. 057 WHITELAW REID",81,9,5,"2017"," 11221"
"1164","16K267","M.S. 267 MATH, SCIENCE & TECHNOLOGY",87,19,5,"2017"," 11221"
"1165","16K308","P.S. 308 CLARA CARDWELL",57,8,5,"2017"," 11221"
"1166","16K681","MADIBA PREP MIDDLE SCHOOL",62,20,5,"2017"," 11221"
"1167","17K002","PARKSIDE PREPARATORY ACADEMY",157,69,5,"2017"," 11226"
"1168","17K061","M.S. 061 DR. GLADSTONE H. ATWELL",274,96,5,"2017"," 11225"
"1169","17K138","P.S. 138 BROOKLYN",81,23,5,"2017"," 11216"
"1170","17K181","P.S. 181 BROOKLYN",83,28,5,"2017"," 11203"
"1171","17K189","P.S. 189 THE BILINGUAL CENTER",120,49,5,"2017"," 11212"
"1172","17K246","M.S. 246 WALT WHITMAN",152,24,5,"2017"," 11226"
"1173","17K340","I.S. 340",74,35,5,"2017"," 11238"
"1174","17K352","EBBETS FIELD MIDDLE SCHOOL",72,9,5,"2017"," 11225"
"1175","17K353","ELIJAH STROUD MIDDLE SCHOOL",45,6,5,"2017"," 11238"
"1176","17K354","THE SCHOOL OF INTEGRATED LEARNING",71,18,5,"2017"," 11213"
"1177","17K382","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL",44,15,5,"2017"," 11226"
"1178","17K394","M.S. K394",56,12,5,"2017"," 11213"
"1179","17K484","RONALD EDMONDS LEARNING CENTER II",46,7,5,"2017"," 11233"
"1180","17K543","SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",67,20,5,"2017"," 11226"
"1181","17K590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",88,15,5,"2017"," 11225"
"1182","17K722","NEW HEIGHTS MIDDLE SCHOOL",72,13,5,"2017"," 11203"
"1183","18K066","P.S. 66",102,37,5,"2017"," 11236"
"1184","18K068","I.S. 068 ISAAC BILDERSEE",143,16,5,"2017"," 11236"
"1185","18K211","I.S. 211 JOHN WILSON",185,36,5,"2017"," 11236"
"1186","18K235","P.S. 235 JANICE MARIE KNIGHT SCHOOL",91,89,7,"2017"," 11236"
"1187","18K285","I.S. 285 MEYER LEVIN",191,45,5,"2017"," 11203"
"1188","18K366","THE SCIENCE AND MEDICINE MIDDLE SCHOOL",137,42,5,"2017"," 11236"
"1189","18K581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",32,18,5,"2017"," 11203"
"1190","18K588","MIDDLE SCHOOL FOR ART AND PHILOSOPHY",60,11,5,"2017"," 11212"
"1191","18K763","BROOKLYN SCIENCE AND ENGINEERING ACADEMY",70,34,5,"2017"," 11203"
"1192","19K089","P.S. 089 CYPRESS HILLS",54,17,5,"2017"," 11207"
"1193","19K171","I.S. 171 ABRAHAM LINCOLN",151,11,5,"2017"," 11208"
"1194","19K218","J.H.S. 218 JAMES P. SINNOTT",144,23,5,"2017"," 11208"
"1195","19K292","J.H.S. 292 MARGARET S. DOUGLAS",209,81,9,"2017"," 11207"
"1196","19K364","I.S. 364 GATEWAY",110,21,5,"2017"," 11239"
"1197","19K404","ACADEMY FOR YOUNG WRITERS",72,7,5,"2017"," 11208"
"1198","19K409","EAST NEW YORK FAMILY ACADEMY",71,10,5,"2017"," 11207"
"1199","19K422","SPRING CREEK COMMUNITY SCHOOL",69,6,5,"2017"," 11208"
"1200","19K452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL",101,52,5,"2017"," 11239"
"1201","19K654","VAN SICLEN COMMUNITY MIDDLE SCHOOL",89,15,5,"2017"," 11207"
"1202","19K661","VISTA ACADEMY",125,24,5,"2017"," 11208"
"1203","19K662","LIBERTY AVENUE MIDDLE SCHOOL",152,12,5,"2017"," 11208"
"1204","19K663","SCHOOL OF THE FUTURE BROOKLYN",63,12,5,"2017"," 11207"
"1205","19K678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE",77,16,5,"2017"," 11208"
"1206","19K760","HIGHLAND PARK COMMUNITY SCHOOL",96,10,5,"2017"," 11208"
"1207","20K030","P.S./I.S. 30 MARY WHITE OVINGTON",124,51,6,"2017"," 11209"
"1208","20K062","J.H.S. 062 DITMAS",395,104,5,"2017"," 11218"
"1209","20K104","P.S./I.S. 104 THE FORT HAMILTON SCHOOL",170,87,11,"2017"," 11209"
"1210","20K163","P.S. 163 BATH BEACH",90,39,7,"2017"," 11214"
"1211","20K180","THE SEEALL ACADEMY",175,113,38,"2017"," 11204"
"1212","20K187","THE CHRISTA MCAULIFFE SCHOOL\I.S. 187",278,251,205,"2017"," 11219"
"1213","20K192","P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY",67,14,5,"2017"," 11204"
"1214","20K201","J.H.S. 201 THE DYKER HEIGHTS",525,338,101,"2017"," 11228"
"1215","20K220","J.H.S. 220 JOHN J. PERSHING",528,181,27,"2017"," 11220"
"1216","20K223","J.H.S. 223 THE MONTAUK",324,142,19,"2017"," 11204"
"1217","20K227","J.H.S. 227 EDWARD B. SHALLOW",463,197,25,"2017"," 11204"
"1218","20K229","P.S. 229 DYKER",130,93,20,"2017"," 11228"
"1219","20K259","J.H.S. 259 WILLIAM MCKINLEY",580,309,86,"2017"," 11228"
"1220","20K609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",77,24,5,"2017"," 11204"
"1221","20K686","BROOKLYN SCHOOL OF INQUIRY",85,80,46,"2017"," 11204"
"1222","21K095","P.S. 095 THE GRAVESEND",48,12,5,"2017"," 11223"
"1223","21K096","I.S. 096 SETH LOW",261,114,9,"2017"," 11204"
"1224","21K098","I.S. 98 BAY ACADEMY",494,372,104,"2017"," 11235"
"1225","21K099","P.S. 099 ISAAC ASIMOV",102,17,5,"2017"," 11230"
"1226","21K121","P.S. 121 NELSON A. ROCKEFELLER",31,7,5,"2017"," 11204"
"1227","21K209","P.S. 209 MARGARET MEAD",71,33,5,"2017"," 11235"
"1228","21K225","P.S. K225 - THE EILEEN E. ZAGLIN",139,42,5,"2017"," 11235"
"1229","21K226","P.S. 226 ALFRED DE B.MASON",100,44,7,"2017"," 11204"
"1230","21K228","I.S. 228 DAVID A. BOODY",420,160,17,"2017"," 11223"
"1231","21K238","P.S. 238 ANNE SULLIVAN",61,14,5,"2017"," 11223"
"1232","21K239","MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED",429,336,196,"2017"," 11224"
"1233","21K281","I.S. 281 JOSEPH B CAVALLARO",408,171,30,"2017"," 11214"
"1234","21K288","P.S. 288 THE SHIRLEY TANYHILL",51,5,5,"2017"," 11224"
"1235","21K303","I.S. 303 HERBERT S. EISENBERG",184,38,5,"2017"," 11224"
"1236","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",100,15,5,"2017"," 11214"
"1237","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",99,19,5,"2017"," 11214"
"1238","22K014","J.H.S. 014 SHELL BANK",213,41,5,"2017"," 11235"
"1239","22K078","J.H.S. 078 ROY H. MANN",201,35,5,"2017"," 11234"
"1240","22K109","P.S. 109",101,12,5,"2017"," 11203"
"1241","22K206","P.S. 206 JOSEPH F LAMB",116,51,9,"2017"," 11229"
"1242","22K207","P.S. 207 ELIZABETH G. LEARY",140,43,5,"2017"," 11234"
"1243","22K234","J.H.S. 234 ARTHUR W. CUNNINGHAM",684,370,79,"2017"," 11229"
"1244","22K240","ANDRIES HUDDE",268,74,5,"2017"," 11210"
"1245","22K278","J.H.S. 278 MARINE PARK",294,98,7,"2017"," 11229"
"1246","22K381","I. S. 381",102,30,5,"2017"," 11210"
"1247","23K041","P.S. 041 FRANCIS WHITE",62,5,5,"2017"," 11212"
"1248","23K137","P.S./I.S. 137 RACHEL JEAN MITCHELL",32,9,5,"2017"," 11233"
"1249","23K155","P.S./ I.S. 155 NICHOLAS HERKIMER",33,8,5,"2017"," 11233"
"1250","23K178","P.S. 178 SAINT CLAIR MCKELWAY",30,5,5,"2017"," 11233"
"1251","23K184","P.S. 184 NEWPORT",49,5,5,"2017"," 11212"
"1252","23K323","P.S./I.S. 323",70,10,5,"2017"," 11212"
"1253","23K363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",31,5,5,"2017"," 11212"
"1254","23K392","I.S. 392",94,46,5,"2017"," 11212"
"1255","23K518","KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY)",77,20,5,"2017"," 11212"
"1256","23K522","MOTT HALL IV",61,9,5,"2017"," 11233"
"1257","23K644","EAGLE ACADEMY FOR YOUNG MEN II",87,12,5,"2017"," 11233"
"1258","23K664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)",35,12,5,"2017"," 11233"
"1259","23K668","RIVERDALE AVENUE MIDDLE SCHOOL",47,6,5,"2017"," 11212"
"1260","23K671","MOTT HALL BRIDGES ACADEMY",69,10,5,"2017"," 11212"
"1261","24Q005","I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL",629,264,40,"2017"," 11373"
"1262","24Q049","P.S. 049 DOROTHY BONAWIT KOLE",133,43,14,"2017"," 11379"
"1263","24Q061","I.S. 061 LEONARDO DA VINCI",716,93,5,"2017"," 11368"
"1264","24Q073","I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL",769,394,73,"2017"," 11378"
"1265","24Q077","I.S. 077",345,61,5,"2017"," 11385"
"1266","24Q087","P.S./I.S. 087 MIDDLE VILLAGE",75,12,5,"2017"," 11379"
"1267","24Q093","I.S. 093 RIDGEWOOD",378,78,5,"2017"," 11385"
"1268","24Q102","P.S. 102 BAYVIEW",142,67,17,"2017"," 11373"
"1269","24Q113","P.S./I.S. 113 ANTHONY J. PRANZO",133,26,5,"2017"," 11385"
"1270","24Q119","I.S. 119 THE GLENDALE",219,104,59,"2017"," 11385"
"1271","24Q125","I.S. 125 THOM J. MCCANN WOODSIDE",540,272,34,"2017"," 11377"
"1272","24Q128","P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",117,46,9,"2017"," 11379"
